# CSV-File created with merge-csv.com
# -----------------------------------------------------------

Timestamp,TrafficCount
2020-02-14 09:30:00,19159.00
2020-02-14 10:30:00,23952.00
2020-02-14 11:30:00,30483.00
2020-02-14 12:30:00,25359.00
2020-02-14 13:30:00,31436.00
2020-02-14 14:30:00,29697.00
2020-02-14 15:30:00,24345.00
2020-02-14 16:30:00,22036.00
2020-02-14 17:30:00,17355.00
2020-02-14 18:30:00,12523.00
2020-02-14 19:30:00,7186.00
2020-02-14 20:30:00,4457.00
2020-02-14 21:30:00,3422.00
2020-02-14 22:30:00,2097.00
2020-02-14 23:30:00,1154.00
2020-02-15 00:30:00,539.00
2020-02-15 01:30:00,298.00
2020-02-15 02:30:00,429.00
2020-02-15 03:30:00,201.00
2020-02-15 04:30:00,448.00
2020-02-15 05:30:00,574.00
2020-02-15 06:30:00,443.00
2020-02-15 07:30:00,335.00
2020-02-15 08:30:00,831.00
2020-02-15 09:30:00,1139.00
2020-02-15 10:30:00,854.00
2020-02-15 11:30:00,810.00
2020-02-15 12:30:00,819.00
2020-02-15 13:30:00,960.00
2020-02-15 14:30:00,929.00
2020-02-15 15:30:00,702.00
2020-02-15 16:30:00,775.00
2020-02-15 17:30:00,700.00
2020-02-15 18:30:00,1191.00
2020-02-15 19:30:00,866.00
2020-02-15 20:30:00,486.00
2020-02-15 21:30:00,440.00
2020-02-15 22:30:00,645.00
2020-02-15 23:30:00,346.00
2020-02-16 00:30:00,217.00
2020-02-16 01:30:00,55.00
2020-02-16 02:30:00,283.00
2020-02-16 03:30:00,88.00
2020-02-16 04:30:00,101.00
2020-02-16 05:30:00,171.00
2020-02-16 06:30:00,88.00
2020-02-16 07:30:00,348.00
2020-02-16 08:30:00,897.00
2020-02-16 09:30:00,776.00
2020-02-16 10:30:00,981.00
2020-02-16 11:30:00,904.00
2020-02-16 12:30:00,1223.00
2020-02-16 13:30:00,1037.00
2020-02-16 14:30:00,992.00
2020-02-16 15:30:00,909.00
2020-02-16 16:30:00,1527.00
2020-02-16 17:30:00,1137.00
2020-02-17 09:30:00,3617.00
2020-02-17 10:30:00,13520.00
2020-02-17 11:30:00,15044.00
2020-02-17 12:30:00,10907.00
2020-02-17 13:30:00,11561.00
2020-02-17 14:30:00,16620.00
2020-02-17 15:30:00,12419.00
2020-02-17 16:30:00,7707.00
2020-02-17 17:30:00,6606.00
2020-02-17 18:30:00,4874.00
2020-02-17 19:30:00,3115.00
2020-02-17 20:30:00,1668.00
2020-02-17 21:30:00,819.00
2020-02-17 22:30:00,3152.00
2020-02-17 23:30:00,1982.00
2020-02-18 00:30:00,708.00
2020-02-18 01:30:00,561.00
2020-02-18 02:30:00,345.00
2020-02-18 03:30:00,247.00
2020-02-18 04:30:00,366.00
2020-02-18 05:30:00,478.00
2020-02-18 06:30:00,997.00
2020-02-18 07:30:00,3778.00
2020-02-18 08:30:00,10252.00
2020-02-18 09:30:00,18227.00
2020-02-18 10:30:00,32822.00
2020-02-18 11:30:00,43705.00
2020-02-18 12:30:00,27778.00
2020-02-18 13:30:00,30905.00
2020-02-18 14:30:00,31418.00
